,Month 1,Month 2,Month 3,Month 4,Month 5
1FDPLI11,9,7,16,15,12
1RDNAJM09,9,5,4,6,6
1FNBNW29,1,4,2,3,1
1RDWUDP15,4,3,3,0,1
1FDKOT10,2,4,2,3,14
1FNGDH08,7,4,1,4,5
1FNABN19,8,3,1,3,0
1FDBST04,11,12,17,17,11
1FDRGH08,12,8,6,0,0
1CRRJGA01,3,1,3,0,4
1CRRJJP21,15,11,6,11,16
1FNRBL07,5,11,5,8,4
1FDNGU07,14,10,8,8,10
1RDNUPD03,14,7,9,5,13
1FDALW17,3,0,0,0,0
1RDWJNP02,10,10,24,7,11
1FWBSK03,4,10,2,4,11
1FNRAJ01,14,3,4,4,7
1CRMHTH02,9,5,4,6,2
1RDDMUM33,12,12,4,7,2
1RDNANA02,5,11,6,4,3
1CRRJJP05,6,2,9,12,13
1FNBRM10,5,6,6,13,7
1RDNKOL30,11,13,4,5,2
1FDJDP41,10,4,6,8,6
1FNANA18,6,8,4,9,1
1FNHAO04,2,6,5,7,6
1FNANA24,7,5,2,0,11
1FNHOG11,2,2,0,1,3
1FNALD88,7,1,6,6,2
1FNKOL242,3,6,4,10,5
1FNKAN132,16,2,1,10,12
1FDBHT20,1,0,0,0,0
1FDJDP48,8,0,0,0,0
1FDBND19,3,5,2,6,1
1FNFZB18,16,17,16,10,17
1FNLUC120,5,5,4,1,4
1FNABN10,5,7,2,2,4
1FDPGS08,4,12,5,4,5
1FNKOL212,5,3,5,3,1
1FNKHD50,3,4,2,0,0
1FNANA39,4,9,8,0,0
1FNMIR18,7,3,9,4,5
1FNAJM41,4,3,3,2,2
1FNJDP35,10,7,8,5,8
1FNBRR04,4,0,0,2,2
1RDNJMG05,4,0,6,2,4
1RDNJDP06,8,8,3,3,7
1RDWLUC41,7,10,8,3,10
1CRRJBM01,7,11,14,8,9
1FNANA60,6,0,0,11,1
1FNBNK09,18,6,3,11,2
1FNSUL04,19,17,12,22,13
1FNMEH42,3,7,10,0,2
1FNBDN09,14,3,10,8,6
1RDWKUS01,18,15,8,8,5
1FNLUC93,17,12,11,15,13
1FNFTP44,11,4,1,4,0
1FNABN24,18,19,0,2,0
1FNMRD14,1,2,9,1,3
1CRGJJM02,8,8,14,11,4
1RDDMUM46,5,8,12,0,0
1FNCND02,6,7,1,2,5
1FNKHD55,3,1,3,2,2
1FNJMG20,3,9,9,4,5
1RDDRBL03,13,11,12,15,18
1FNANA35,10,10,3,6,3
1FNGDH09,3,4,1,1,0
1FNAHM72,2,4,6,10,1
1FDHOG12,2,4,4,3,2
1FDRSM09,9,5,20,9,20
1CRHGJAN04,4,8,2,6,2
1RDWJAI38,8,2,6,10,5
1FNRBL39,12,7,8,4,2
1CRMHMU33,16,7,0,12,11
1FNKAN96,1,1,2,4,5
1FNVAR40,6,10,2,3,5
1CRMHTH13,5,0,0,0,0
1FDBHL41,5,4,1,0,0
1RDWVAR31,14,6,13,14,6
1FNLUC119,7,6,9,3,0
1FNVAR61,5,8,8,4,3
1FNALD49,20,10,12,16,13
1FDBIK37,10,0,0,0,0
1CRRJBK02,4,6,9,14,2
1RDNKOL43,1,1,0,0,3
1FNVAR76,8,17,5,8,4
1FNKAN131,6,6,9,6,9
1RDNVAR20,4,3,3,3,1
1FNDAR02,2,0,0,1,4
1FNNEA01,2,1,2,0,1
1RDDALD02,11,7,17,16,18
1FNLUC62,11,5,8,10,8
1FNKMR12,5,1,1,0,2
1CRGJAH40,11,14,9,14,10
1FNKAN116,4,8,14,8,5
1FDBOM351,5,0,0,0,0
1FDRGH12,5,4,4,10,14
1FNGKP17,12,4,8,2,2
1CRHKOCA05,17,0,12,2,52
1CRGJAH28,12,3,8,7,6
1FNPRL01,16,1,0,0,8
1FNKOL233,11,4,5,6,5
1FDJLN03,13,15,24,13,18
1FNJDP24,7,0,3,8,0
1FNJMG37,6,4,1,9,1
1RDWVAR29,8,11,3,8,2
1RDDMUM54,2,0,0,0,0
1FNJHU07,18,15,5,7,12
1RDDMUM04,12,8,3,7,4
1FNBIK10,2,7,8,2,0
1FNMIR06,5,5,4,1,4
1FDBHL40,6,2,4,0,7
1RDDGKP02,16,19,14,18,12
1CRHRJUD02,1,17,6,3,5
1CRUPKN05,17,20,19,15,8
1FDBOM403,6,2,2,0,0
1FNMEH55,2,4,0,0,3
1FNKAN178,8,14,3,0,3
1RDWKOL64 ,4,0,10,5,3
1FNAJM40,7,0,4,4,1
1CRRJJH10,9,3,2,3,10
1FNJMG21,3,1,3,2,0
1FNKOL145,18,5,6,12,8
1FNPGS03,7,2,1,4,3
1RDWBOM21,6,2,0,0,0
1FNAMT03,7,9,3,13,13
1FNMEH27,2,0,0,0,2
1FNALD83,8,2,7,6,4
1FNPLI14,6,5,5,7,2
1CRMHTH19,10,8,19,5,10
1FNBIK49,5,1,7,5,6
1RDWKOL67,4,6,6,0,0
1FDJAI122,7,12,15,11,19
1FNAHM153,8,1,4,1,1
1FDAJM48,6,1,4,6,13
1FWKOL234,10,7,9,4,1
1FDBHT11,6,5,7,11,5
1FNKOL154,1,0,3,1,3
1RDNKOL35,2,8,0,0,1
1FNKOL220,6,2,1,9,3
1RDDLUC10,19,1,0,6,8
1FNAHM75,2,1,1,0,0
1RDNKOL41,12,7,9,1,2
1crhkoho04,1,0,4,3,1
1CRWBKL04,4,15,0,5,7
1CRWBKL502,15,16,0,0,10
1FNKOL150,10,1,2,0,1
1CRWBKL503,7,8,9,14,14
1RDWSDR01,9,5,5,5,3
1FNJAI49,6,1,4,5,0
1FDJAI131,7,0,0,0,0
1FNJAI89,2,0,2,0,1
1FNSIK20,8,12,8,11,16
1CRMHTH40,2,2,5,4,4
1FDBOM164,5,2,5,7,1
1FDRGH32,9,15,13,13,16
1RDNMUM71,3,7,4,1,0
1RDWBOM51,5,10,3,6,6
1FNLUC102,10,9,3,5,6
1FDSRO04,3,3,1,2,6
1FNMAU02,10,3,4,2,0
1FNJAI83,12,0,1,7,5
1FNBOM82,3,2,3,0,0
1FDJAI78,7,7,10,2,5
1FDBOM418,3,10,10,2,0
1FNNGN02,5,3,1,3,2
1FDBOM289,3,0,0,5,7
1FNKAG01,2,2,0,1,1
1FNBOM116,4,0,3,2,5
1CRMHMU09,4,4,8,6,6
1CRHMHMU01,4,3,6,1,9
1FNSDR06,5,2,7,4,0
1FDAHM173,10,22,4,2,9
1FNANA56,7,6,5,9,5
1RDNANA10,9,8,5,0,2
1FNKOT21,14,3,5,0,9
1FNKHD62,9,9,12,7,2
1FNJAI93,6,1,1,2,1
1FDANA65,8,2,6,10,6
1FDBOM285,6,17,16,9,13
1RDWAHM50,3,2,1,2,0
1FNKHD07,4,5,9,3,1
1FNJHU03,5,6,10,7,12
1RDNKOL58,4,7,1,1,1
1FDBAH01,24,12,15,9,23
1FDMEH30,8,12,3,8,6
1FDBOM255,5,4,2,3,9
1FNPTN06,2,1,2,1,0
1FNJHU09,3,5,9,2,2
1FDLUC113,8,10,5,3,15
1FNFTP07,6,1,3,6,2
1FNRBL10,7,4,8,6,0
1FNSNP01,5,0,1,2,3
1FNALD80,2,3,2,5,8
1RDWBOM14,8,7,8,14,4
1FNALW14,7,3,4,8,6
1FDJNP15,22,21,10,4,0
1RDDMUM63,12,11,14,4,2
1FDBOM397,3,10,13,5,15
1FDKAN156,7,10,16,12,10
1RDNKOL03,3,4,5,0,2
1FNSUL20,4,13,4,5,3
1FNPSS01,15,3,5,2,2
1CRMHTH09,13,2,5,2,15
1RDWJAI30,10,11,11,5,3
1RDDAYD01,5,7,9,11,19
1FDBOM175,18,14,11,11,7
1CRGJAH17,5,8,6,10,9
1CRGJAH09,12,13,18,32,23
1CRGJAH10,14,4,5,7,8
1FNPUM04,6,6,7,0,0
1CRRJPA01,10,17,2,34,10
1FNKOL231,4,0,1,3,5
1RDWUDP12,8,16,8,18,16
1FDKOL188,2,7,7,9,14
1FNHOG06,13,9,2,4,8
1RDNKOL25,8,10,4,5,9
1FNKOL195,1,1,2,6,2
1CRWBKL02,2,14,9,10,11
1FNBOM102,1,7,0,1,1
1RDDMUM11,6,2,10,7,3
1FDBOM209,9,7,3,6,1
1FNKOL207,4,0,0,0,0
1FNKHD61,5,6,2,3,5
1CRMHMU13,5,4,6,8,10
1CRGJAH11,16,7,10,8,19
1FNANA38,5,7,8,10,5
1FDHOW03,4,3,6,1,3
1FNCHU11,2,0,0,0,0
1CRMHTH37,5,6,10,7,8
1CRHKOCN06,6,2,2,1,3
1FDBOM225,2,1,2,2,0
1FDKAN162,10,6,11,9,7
1CRWBKL07,15,19,32,19,15
1FDWTP003,5,5,3,1,0
1FNFZB21,7,11,8,10,4
1RDDBST01,13,11,8,11,12
1RDDMUM32,4,6,11,8,3
1FDJAI123,9,0,0,0,0
1FNSUL28,5,5,4,1,2
1RDWABN02,8,7,7,3,2
1FNKHD05,7,13,14,4,2
1CRGJJU02,6,4,0,13,1
1RDNMEH07,10,5,4,2,5
1FDBOM283,8,9,6,13,8
1CRMHTH42,7,7,9,12,5
1RDDAHM43,9,3,8,2,0
1FNKHD46,7,0,6,0,1
1FNKOL139,1,2,1,2,0
1FDFZB37,18,16,10,15,11
1RDNANA06,2,4,4,11,5
1CRASKR01,7,0,2,6,5
1FNKAN172,1,3,4,7,3
1FNSUL06,4,7,7,3,4
1FWMUM02,5,4,2,0,0
1FNWTP04,2,1,5,3,0
1CRMHMU32,8,9,2,2,3
1CRMLWK01,4,1,1,6,10
1FNKHD56,3,4,2,3,2
1FNKOL110,1,4,4,0,5
1FNKOL153,8,7,10,7,6
1CRRJUD06,5,16,2,5,4
1CRUPVA13,5,3,6,9,8
1CRGJSK02,8,6,0,2,15
1CRHRJKO03,5,6,5,2,7
1CRGJBT01,10,2,5,12,5
1FDKOL179,4,0,0,1,2
1RDDMUM96,3,3,3,1,1
1FNSUL26,7,5,4,9,16
1FNLUC87,9,2,3,4,4
1FNFTP49,4,5,10,6,2
1CRHUPVA14,5,4,7,5,12
1FDTNK20,9,9,15,11,14
1FDABN38,25,21,7,10,9
1FNKUT06,10,9,2,2,15
1FDFZB40,17,13,14,24,66
1FNMIR07,3,2,4,7,0
1RDNKOL51,3,1,0,8,4
1FNPSS06,6,4,0,1,2
1FNBOM71,3,0,2,7,11
1RDDMUM85,6,5,8,3,3
1FNPSS04,7,2,6,4,2
1FNPLI04,5,2,2,3,3
1RDDKAN01,6,17,12,6,11
1FNLUC85,16,15,14,10,9
1RDDVAR04,11,11,8,4,1
1FDCHT17,4,10,7,11,7
1RDDGZP02,13,18,3,0,1
1FNKOL140,1,0,3,3,9
1FNKOL112,2,7,4,9,5
1RDDMUM19,1,2,8,4,6
1FNWTP05,3,1,3,2,4
1FNJAI138,13,1,5,6,5
1FDKAN148,15,14,6,4,12
1RDNMIR03,14,8,10,18,9
1CRWBPN03,13,3,5,13,4
1FNPUM03,3,1,2,2,2
1FNMRD15,7,1,2,1,1
1CRMHMU17,3,6,9,16,4
1RDNAHM27,3,3,1,0,0
1FNBOM90,1,0,1,0,2
1CRMHMU01,22,21,13,9,3
1RDNITN01,3,4,0,0,0
1FDDBG03,13,0,0,0,11
1FDBOM174,6,1,0,1,3
1RDNPLI01,3,2,3,1,1
1RDWFZB10,6,6,8,0,3
1FNGDH04,7,2,0,0,3
1FDBIK23,3,0,0,0,0
1FNSIK06,4,2,2,6,3
1FDHOG08,6,14,14,18,4
1RDNKOL47,4,0,6,4,3
1FNBOM70,11,3,1,0,0
1FDKOT11,4,2,2,1,7
1FNALW21,7,0,7,3,6
1FDJMG36,3,6,4,6,3
1FDBOM343,17,12,19,15,12
1CRMHMU66,12,11,10,14,11
1FDNGU12,7,2,1,8,6
1FNKSH10,1,2,1,4,8
3CRUPLK16,2,8,9,20,35
1FNAJM20,2,2,0,0,0
1FNBIK18,14,0,2,2,1
1FNKOL176,15,12,15,6,5
1FNSDT01,4,12,0,4,4
1FDBOM121,2,7,2,2,4
1RDDLUC16,7,12,9,14,12
1FNSSR01,12,7,6,4,6
1RDNUDP06,8,12,6,4,25
1FDGGN11,3,2,3,4,6
1FDAZM08,12,25,6,3,3
1RDWPTP03,9,18,8,3,2
1FDKUT20,4,0,0,0,0
1CRMHMU46,5,10,12,11,0
1RDWLUC49,4,6,9,9,7
1FNKAN44,15,4,6,9,11
1CRHMHMU02,4,8,3,5,5
1RDDLUC17,4,6,22,12,3
1FNRBL31,9,6,3,5,6
1FNAJM17,11,7,4,3,5
1FNFTP05,18,20,8,7,9
1RDWFZB07,19,32,9,10,23
1FNANA33,6,7,2,4,8
1CRMHTH43,6,25,13,11,6
1FNMRD07,3,0,1,0,0
1FNKOL102,5,3,4,3,0
1FDBOM166,9,14,10,2,4
1FNJLN01,1,1,0,0,3
1FNDUN11,2,2,3,3,4
1CRRJJO06,2,6,4,13,13
1CRRJBL01,7,8,12,12,5
1FNBIK53,5,0,2,0,4
1CRMHMU03,8,26,7,7,7
1FNALD125,12,13,21,16,3
1FDBOM311,6,18,0,0,7
1CRWBKL17,2,1,3,7,2
1FNKOL244,5,2,4,0,1
1FDBOM235,2,0,0,0,0
1RDWMDP02 ,3,5,5,7,3
1RDWMUM94,15,10,2,2,0
1FDBOM223,10,5,0,4,4
1FDBOM269,3,9,6,0,0
1FDBOM229,5,0,0,0,0
1FDBOM340,18,13,15,11,14
1FNKOL228,3,2,0,0,0
1FDSHL05,2,0,2,2,7
1CRGJKH07,1,1,3,9,6
1FNUDP18,1,3,6,0,7
1FNGKP07,22,4,0,0,1
1FNNGN03,1,1,1,0,0
1CRRJAJ10,12,12,8,17,7
1CRMHMU23,5,6,6,8,18
1CRMHMU74,9,18,8,10,3
1FNKAN46,4,6,1,7,7
1FNSMD19,7,7,0,3,0
1RDDMUM65,2,6,4,4,5
1RDDVAR08,17,15,12,11,15
1CRRJCU01,4,8,7,10,16
1FNGOL01,10,2,2,1,0
2CRMHMU40,4,4,8,19,6
1FNKSH04,8,4,16,0,25
1FNJDP54,10,13,10,10,1
1FNJAI100,10,12,5,2,1
1FNKOL247,3,5,0,0,0
1FNKOL194,3,2,1,1,1
1CRMHMU30,11,11,10,17,14
1FNVAR79,9,5,6,4,8
1FNBIK19,9,6,6,6,7
1FNSDR07,3,5,2,3,2
1RDWBOM42,5,7,8,10,11
1CRMHMU509,9,12,7,14,17
1CRMHMU21,8,4,4,11,6
1FDBOM328,15,11,6,14,5
1CRUPLK502,13,16,14,9,12
1FNKOL193,5,2,0,6,4
1FDPSS09,2,4,0,1,2
1RDWBOM23,3,18,0,1,7
1FNKMR13,4,0,1,1,5
1CRHKOBR01,5,7,8,2,1
1FNNDA02,6,4,7,7,2
1CRGJAH46,11,28,15,11,3
1FNFTP04,7,9,10,8,6
1FNPTP35,8,6,2,0,1
1CRGJRJ01,7,8,12,8,5
1RDNKOL04,3,1,1,2,2
1RDDLUC18,7,15,3,8,3
1RDNCHU01,9,15,31,4,22
1FDBNW28,16,7,6,6,9
1FNKAN108,8,7,10,3,23
1FNKOL138,4,7,5,4,4
1CRUPLK01,5,18,11,9,12
1FNJNP07,10,8,8,14,7
1FWTNA03,5,4,2,8,0
1RDDLUC02,6,7,9,10,11
1RDNKOL09,4,3,8,6,7
1RDNKOL23,6,10,11,15,6
1FNKAN58,5,3,4,7,10
1FNDAU02,7,2,1,1,0
1RDNAJM03,5,7,4,2,6
1CRUPFZ01,21,10,27,13,8
1RDWIMP01,10,14,20,16,19
1FNABN20,19,9,7,13,9
1FDBOM124,7,0,0,0,0
1FDBOM233,2,0,0,0,0
1FNKOL215,1,2,1,1,1
1RDDFZB01,9,11,14,10,8
1RDDVAR12,13,12,10,9,10
1FNKAN64,5,5,3,4,0
1FNBIK46,5,11,4,4,18
1FNPTP42,3,4,2,4,11
1FDKOL171,11,5,13,6,10
1FDBOM296,12,5,13,14,9
1FDRSM10,3,4,8,3,4
1RDWSUL01,7,7,3,2,9
1FNSUL10,9,16,7,3,2
1FNKHD38,6,4,0,0,2
1FNGDH14,9,1,5,2,2
1FNSUL38,3,3,1,0,0
1FNAMT18,4,3,5,7,5
1FNABN17,6,9,2,7,3
1FNKSH31,6,5,9,5,12
1FNSUL33,5,7,3,6,5
1FNPTP18,13,18,3,0,2
1FNPTP11,2,4,3,3,11
1CRUPSU04,4,25,6,8,6
1FNAMT25,8,4,1,2,4
1FDABN39,5,4,15,11,11
1RDNALD13,16,17,15,17,10
1FNKRI13,5,0,2,5,6
1CRRJCU02,3,13,10,3,9
1FNJOR03,10,4,2,0,1
1CRRJAL06,7,3,3,2,3
1FNPTP33,3,7,0,0,6
1FNAJM76,9,1,1,1,3
1FNKOT56,3,4,1,1,2
1DBA09321,7,1,4,2,1
1RDWAZM03,6,9,0,5,3
1FDKUT16,4,0,0,0,0
1FNKAN33,12,8,3,7,12
1FNDUN22,7,3,1,2,2
1FNKSH23,2,15,4,4,4
1FDJAI81,14,4,2,10,9
1FNKOL213,5,5,7,4,0
1FNKOL226,1,1,0,3,0
1FDDAR09,4,7,7,2,3
1RDDMUM77,8,10,4,5,5
1FNKOT59,7,2,0,3,7
1RDNKOL40,6,3,11,8,6
1FDBOM256,17,0,0,0,0
1FNCHT20,10,11,13,6,6
1CRUPKN12,7,8,11,5,7
1FNAMT23,7,7,15,6,5
1FNGND03,13,6,5,6,14
1RDDKAN14,22,7,1,3,3
1FNFTP46,6,3,0,3,3
1FNALD58,18,27,7,9,23
1FNUNO06,3,6,1,6,10
1RDNALD12,18,4,6,8,1
1RDWJNP05,3,7,3,2,4
1FNRBL38,10,10,2,4,3
1FNFTP24,8,9,13,2,1
1FNGZP09,10,7,5,5,0
1FNKSH25,13,7,2,0,9
1FNLUC84,7,3,0,5,3
1RDDALD01,11,7,13,16,7
1FNGKP10,7,4,1,11,2
1FNRBL46,7,7,11,3,3
1FNRBL44,13,6,6,2,5
1FNRBL33,6,5,2,1,2
1RDNMIT01,12,4,1,4,2
1RDNMEH05,4,11,7,3,6
1FDKOT34,10,10,6,5,6
1CRHUPLU03,2,2,2,8,4
1FDBOM278,2,0,9,14,4
1CRGJKA04,4,4,9,15,8
1CRRJJO01,7,12,18,11,29
1CRHMHMU06,6,3,3,6,5
1RDDGZP01,6,13,5,18,15
1FNFZB25,13,10,12,11,1
1CRHMHMU04,5,2,2,1,3
1FDJUN19,5,0,0,0,0
1CRGJAH47,2,1,4,7,6
1FDKOL142,5,4,4,1,1
1CRRJCH03,23,8,13,10,4
1FNRBL34,5,8,9,4,9
1FNBLR02,20,19,8,7,2
1FDBIK24,13,0,0,0,0
1CRGJAH39,7,19,20,20,11
1FNAHM85,4,4,0,3,4
1FNBOM64,25,1,2,0,7
1RDWMIR04,5,2,2,7,2
1FNKSH18,4,9,10,7,5
1CRRJKO06,7,8,12,8,5
1FNFZB15,2,5,6,4,6
1RDDLUC05,7,12,9,4,3
1CRMHTH03,4,1,1,2,11
1CRMHMU42,10,13,9,3,9
1RDWCSM03,6,7,1,0,0
1FNBNK07,3,1,1,1,2
1FDAJM55,7,3,6,9,0
1FNSUL45,3,12,24,17,3
1FWBDN27,9,7,1,10,3
1FDBOM376,5,5,5,0,0
1DBA09181,3,1,0,2,4
1FDFTP47,6,2,6,9,6
3CRGJJM01,6,0,2,5,11
1CRRJJP06,12,14,8,21,11
1FNBOM187,1,0,0,0,0
1FNKAN63,2,2,4,5,4
1RDWAJM15,9,5,8,4,11
1CRMHTH22,6,11,12,10,9
1FDRGH09,3,1,0,0,0
1FNAJM18,8,2,1,11,8
1FNSUL25,1,3,18,12,10
1RDDKAN13,10,7,11,14,11
1FDNGU08,6,8,7,7,3
1FNKCC09,3,0,1,1,0
1RDNRAJ04,7,4,3,4,3
1FDSRO10,2,1,0,0,0
1FNKHD12,7,3,6,0,1
1FNANA62,6,13,11,2,5
1FNANA27,2,3,0,2,3
1FNJAI62,2,1,8,6,6
1FNBOM96,7,7,5,1,6
1FNSUL16,4,9,2,1,0
1FDKOC001,4,6,0,5,4
1FNDAR10,6,6,10,5,7
1FNBNW05,4,2,14,5,9
1FNBND21,3,1,2,2,1
1FNABN14,8,12,1,8,0
1FWBIK44,2,9,4,10,1
1CRRJAJ11,8,20,21,9,17
1RDWALD25,7,6,4,2,2
1RDNJAI09,1,4,7,1,3
3CRGJJM02,6,9,9,4,12
1FNAJM63,5,6,2,2,4
1FNTNK12,10,2,15,10,5
1FDSIK13,8,0,5,6,12
1FNPTP38,8,7,8,5,3
1FNKSH26,4,7,2,2,3
1FNRBL27,12,3,3,5,4
1FDFZB38,11,16,12,14,12
1FNDAU22,4,7,3,2,0
1FNRBL15,2,7,5,4,3
1FNBAL02,8,8,17,4,1
1FNABN34,1,1,1,1,5
1FDBOM208,8,7,8,11,7
1FNJUN02,1,4,2,4,1
1FNRVN03,13,9,9,2,2
1FDBOM355,10,9,5,3,11
1FNBOM97,4,3,2,0,3
1FNALD102,10,7,5,1,3
1FNBNW24,5,3,14,1,0
1FNKAN90,4,2,1,5,8
1FDALW19,10,0,9,15,5
1FNMIR15,8,3,3,3,0
1FNBAL07,1,10,5,12,20
1FNRBL18,6,3,3,4,1
1FNBIK09,9,9,7,3,6
1FNRBL32,7,3,11,11,5
1FNKOL196,3,3,1,1,0
1CRHUPAL02,6,3,6,7,9
1FDBRR07,9,3,4,1,1
1RDDJDP12,8,15,1,1,11
1FNALD71,7,4,8,2,3
1FNJUN22,2,3,1,0,0
1FNJUN17,4,9,6,0,0
1RDWBHL02,4,7,7,6,6
1FNMAU07,3,2,0,3,4
1FNBHT02,15,15,13,4,7
1FNALD107,5,0,3,3,3
1FNKHD34,7,5,8,4,0
1RDNANA07,6,2,3,7,10
1FDLAH01,5,3,3,1,3
1FWJMG42,3,6,2,2,0
1FNKCC20,2,9,2,9,16
1FNAHM110,4,8,5,3,0
1FDVAR74,5,16,14,12,13
1RDDKAN11,12,2,9,7,4
1RDNAHM22,3,7,0,0,2
1CRHRJJO01,3,24,23,7,4
1CRGJAH27,5,7,6,8,12
1FNABN33,16,4,0,0,3
1FNAHM76,1,3,1,2,1
1FNKSH30,3,8,8,0,0
1RDNMUM84,3,5,8,12,4
1FDBOM367,5,3,5,11,3
1FNTNK06,5,4,9,5,4
1FNAMR04,2,5,10,4,11
1RDWUDP17,5,3,3,3,8
1FNPTP31,3,12,3,0,3
1FNSDR09,3,0,0,1,1
1FNJDP31,5,1,2,1,0
1FNAIZ01,1,3,5,4,5
1FNKHD11,17,18,2,2,0
1FDKOT32,6,3,8,10,11
1FNKSH20,1,5,3,1,1
1FNRAJ18,6,6,4,2,5
1RDNJAI12,7,3,0,6,5
1CRRJAJ04,6,11,8,11,8
1FDUDP49,7,10,2,7,2
1CRRJJP502,17,13,24,26,25
1CRGJRJ13,4,4,5,1,2
1FNRAJ55,3,5,1,0,1
1CRRJKO03,15,14,18,21,19
1FNLUC67,7,6,1,2,7
1CRUPVA08,2,3,2,2,7
1FNCND07,2,0,0,1,4
1FNANA42,4,3,3,0,0
1FNDUN06,5,0,0,0,0
1RDWLUC55,10,12,6,2,3
1FDCHU20,4,0,0,0,0
1CRRJJP16,10,5,12,7,18
1FNGGN21,1,2,3,5,3
1CRUPFZ02,6,14,20,17,20
1CRRJJO05,13,13,18,14,24
1FDBOM243,1,3,4,1,1
1FWKOL228,5,7,6,9,8
1FDMEH01,2,0,0,0,0
1FDCHU18,11,3,0,0,0
1FNBHI08,4,1,0,3,2
1FNPTN07,3,9,2,4,2
1RDWMEH16,3,2,3,3,4
1FNALD37,4,0,6,3,6
1CRHRJUD06,5,2,8,5,7
1FDBOM221,11,8,2,1,7
1FNBND03,1,4,3,3,2
1RDWPTP07,3,2,2,2,2
1CRGJME501,7,8,6,10,12
1FDBHL37,6,9,5,6,11
1FWRGH40,15,11,8,4,7
1FNKOL232,4,0,0,2,1
1CRMHMU16,2,2,2,7,7
1FNUDP36,2,1,6,5,5
1FNMAU03,14,4,2,2,5
1FNARV04,9,13,1,8,21
1FNANA46,1,4,0,0,2
1RDWFZB09,10,10,12,13,3
1FNSUL44,10,10,4,13,7
1CRMHMU18,6,11,24,11,4
1FNJAI46,17,5,1,2,1
1RDDLUC13,8,7,7,3,5
1FNANA61,3,3,7,3,4
